cleanedV	Freq
interestingsee	1
interestingthe	1
interestingwill	1
interestingwoodward	1
interests	43
interestslobbyists	1
interestsonly	1
interfe	1
interfere	1
interfering	2
intergovernmental	1
interim	1
interiors	3
interivewed	1
intern	2
internal	2
internals	1
international	118
internationally	5
internationals	1
internatonal	1
internet	8
interns	1
interpid	1
interpret	1
interrogation	1
interrupt	1
interrupted	1
interrupting	1
interruption	1
interruptions	2
interrupts	1
intersect	1
intersection	1
interstate	1
interstates	1
intervene	1
intervened	1
intervention	1
interventions	2
interview	505
interviewall	1
interviewed	150
interviewee	1
interviewer	4
interviewhonest	1
interviewing	1
interviews	28
interviewsaw	1
interviewthanks	1
interviewthe	1
interviewtrump	1
interviewyou	2
intestinal	1
intetesting	1
intetview	1
intgolf	1
intimacy	1
intimidate	3
intimidated	2
intimidating	3
intimidation	1
intl	62
intlpalm	1
intnl	1
into	362
inton	1
intrepid	1
intrests	1
intriguing	2
intrinsic	3
intro	6
introduce	5
introduced	4
introducing	2
introduction	5
intros	1
intrump	1
ints	1
intview	1
invade	2
invaded	4
invading	2
invalidate	1
invaluable	2
invariably	1
invasion	6
invented	2
invention	1
inventory	1
inversions	1
invest	17
invested	2
investigate	2
investigated	4
investigating	2
investigation	25
investigations	1
investigative	3
investigators	1
investing	12
investment	29
investments	19
investmentwants	1
investor	12
investors	7
invincibility	3
invisible	2
invitation	2
invitational	10
invite	9
invited	7
invites	1
inviting	4
invoke	1
invoking	1
involve	1
involved	25
involvedstart	1
involvement	3
involves	1
inyou	1
ion	2
iowa	234
iowadonaldtrump	1
iowan	1
iowanhsc	1
iowans	2
iowaobamakerry	1
iowas	2
iowastanding	1
ipad	2
iphone	17
iphones	1
iphonethey	1
ipod	3
ipsos	1
ipsosreuters	1
iq	23
iqcant	1
ira	1
iraelis	1
iran	200
iranian	22
iranians	10
iranianssyrians	1
irannukes	1
iranpresident	1
irans	16
iraq	149
iraqand	1
iraqhe	2
iraqi	9
iraqis	5
iraqs	2
iraqwhich	1
ireland	46
irelandclare	2
irelands	5
irelandvery	1
irene	1
irish	8
iron	5
ironic	13
irony	3
irrational	3
irredeemable	1
irrefutable	1
irrelevance	1
irrelevant	31
irrelevantglad	1
irreplaceable	1
irrepressible	1
irresponsible	4
irs	12
irv	1
irving	2
is	7714
isaac	3
isaacs	1
isampdispel	1
isand	1
isclean	1
isearly	1
isil	2
isis	144
isisampoil	1
isisas	1
isisbad	1
isjust	1
islam	11
islambies	1
islami	1
islamic	30
islamist	6
islamists	8
island	19
islands	2
isle	3
isler	3
isloser	1
isnt	141
israel	53
israeland	1
israeli	8
israelif	1
israels	4
isreal	3
issue	36
issued	7
issues	32
issuing	5
istanbul	4
istanbulturkey	1
istheyre	1
iswas	1
iswhich	2
iswho	1
it	3334
it️	1
it20	1
italian	4
italy	5
itamerica	1
itand	1
itare	1
itas	1
itbad	1
itbig	1
itbuild	1
itbut	1
itd	5
itdishonest	1
items	1
itglad	1
ithes	1
ithis	1
ithit	1
iti	1
itill	1
itinexpensively	1
itll	7
itlook	1
itloser	1
itmexico	1
itnl	1
itnot	1
itreally	1
itreasons	1
itrepublicans	1
its	951
itself	22
itselfkeep	1
itthanks	2
itthe	1
itthey	4
itthis	1
ittrump2016	1
itwent	1
itwork	1
itwow	1
ityou	1
ityour	1
ivana	1
ivanka	50
ivankas	6
ivankatrump	1
ive	169
ivy	1
ıt	1
j	14
jabronis	1
jack	28
jackals	1
jacket	1
jackie	3
jackies	1
jacknthebox	1
jackpot	1
jackson	11
jacksonkentucky	1
jacksonville	11
jacobus	1
jacqueline	1
jags	1
jail	16
jailed	5
jaime	2
jake	5
jamaica	1
james	26
jamie	8
jamiel	2
jamming	1
jan	14
jan19	1
jan2017	1
jane	4
janeiro	4
janeiros	1
janie	1
janise	1
january	38
japan	16
japanese	3
japans	3
jared	4
jareds	1
jarred	1
jase	1
jason	8
jaw	2
jaws	1
jay	16
jayden	1
jaydens	1
jaynie	1
jays	1
jayz	2
jazz	1
jcope	6
jealous	28
jealoushe	1
jealousy	2
jean	4
jeanine	1
jeanne	2
jeb	184
jebbush	2
jebmitt	1
jebs	13
jedi	1
jeep	3
jeezy	1
jef	1
jeff	17
jefferson	4
jeffres	2
jeffress	2
jeffrey	26
jelous	1
jen	1
jenn	1
jenna	2
jenner	1
jennifer	4
jenny	1
jeopardize	2
jeopardy	1
jepsens	1
jeremiah	1
jeremy	1
jerk	7
jerks	1
jerome	1
jerry	15
jersey	15
jerseyans	1
jerusalem	5
jesse	2
jessica	4
jesus	5
jet	12
jeter	23
jeters	3
jetliners	1
jets	7
jetsgreat	1
jetted	1
jevon	1
jewel	7
jewelanybody	1
jewelry	10
jewish	11
jewlery	1
jfk	3
jihad	1
jihadi	3
jihadis	1
jihadists	4
jihadistst	1
jill	2
jillette	1
jilted	1
jim	24
jimena	1
jimmy	20
jindal	4
jinping	1
jinx	1
jinxed	1
jldonaldtrump	1
jmo	1
joan	50
joanna	1
joannah	1
joanne	1
job	549
jobgreat	1
jobif	1
jobless	13
jobproducing	1
jobs	391
jobscompanies	1
jobsmart	1
jobsvideo	1
jobthe	1
jobtwo	1
jobyou	2
jock	3
jodi	9
jodies	1
jodyagreed	1
joe	57
joeit	1
joel	3
joes	1
joey	4
johan	1
john	160
johnkasich	2
johnny	13
johnnycomelately	1
johns	1
johnson	11
johnsons	1
johnstown	3
join	222
joined	13
joining	17
joins	6
joint	12
joke	76
jokejust	1
joker	3
jokers	2
jokes	2
jokeshould	1
jokethe	1
jokethey	1
joking	2
jokingly	1
jolie	1
jon	42
jonah	3
jonas	4
jonathan	10
jones	12
joni	2
jonny	1
jordan	9
jose	12
joselyn	1
joseph	9
josh	2
josh8j4	1
joshthanks	1
journal	20
journalism	5
journalist	11
journalistic	1
journalists	11
journalnbc	1
journey	5
journos	1
joy	7
joyful	1
joyous	1
joys	1
jp	4
jpmorgan	2
jpmorgans	1
jr	16
jramp	1
js	1
jtrump	1
juan	2
juanita	1
judd	9
judds	3
juddsimply	1
jude	6
judes	2
judge	32
judged	2
judgement	29
judges	12
judgment	11
judgmentyou	1
judicial	2
judiciary	1
judy	2
juggle	1
jugular	1
juice	1
julian	3
julie	1
julius	2
july	23
julys	1
jump	13
jumped	5
jumpers	1
jumping	3
jumps	2
june	43
junejuly	1
junior	3
junk	2
junto	1
jupiter	9
jupiters	2
jury	13
jusr	2
just	1634
justaired	1
justice	50
justices	6
justifiable	1
justify	5
justifying	1
justin	9
justine	2
justinthankswill	1
justso	1
jv	1
k	6
k9s	2
kai	1
kailash	1
kaine	23
kamin	1
kamp	1
kandahar	1
kane	3
kansas	11
kansasand	1
kaput	1
kardashians	2
kari	1
karl	36
karlie	1
karma	1
karol	1
karzai	6
kasey	1
kasich	61
kasichit	1
kasick	1
kasie	1
kat	1
kate	22
kateall	1
kates	2
katherine	6
kathleen	1
kathryn	2
kathy	1
katie	7
katies	1
katrina	3
katy	3
kaufstache	1
kawasaki	1
kay	5
kayla	1
kayleigh	2
kaymer	2
kc	1
keep	442
keepin	1
keeping	34
keepıng	1
keeps	38
keepyour	1
keisha	2
keith	4
kellen	1
kellogg	2
kelly	38
kellyanne	3
kellys	4
kelsey	1
kemp	1
ken	3
kenansville	1
kennedy	14
kennel	1
kenneth	1
kenny	1
kentucky	21
kenya	28
kenyan	1
kenyas	1
kept	21
kern	1
kerry	27
kerrys	2
kessler	2
kesslers	1
kettering	2
kevin	20
kevincongratsyou	1
kevinso	1
kevintrump	1
kew	1
key	49
keychain	3
keynote	23
keynoting	6
keys	2
keystone	41
keysyone	1
kgb	1
khan	4
kiawah	1
kick	24
kickbacks	1
kicked	22
kickhow	1
kicking	7
kickoff	1
kicks	5
kid	14
kidding	10
kiddingzero	1
kids	43
kidslet	1
kidsthank	1
kidsyours	1
kiiaraand	1
kill	35
killary	1
killed	84
killer	32
killers	9
killing	94
killings	1
killingsbad	1
killingsemails	1
killingsmaimings	1
kills	9
kilt	2
kim	7
kimberly	2
kimguilfoyle	1
kimmel	2
kind	60
kinda	9
kinder	1
kindergarten	1
kindest	1
kindness	6
kinds	2
king	43
kingdom	1
kingly	1
kings	2
kingsbarns	1
kinkade	1
kinston	1
kippur	1
kirsten	2
kiss	6
kissed	1
kissel	1
kissers	1
kisses	1
kissing	3
kissinger	1
kitchen	2
kiyosaki	6
kizzy	1
kkk	2
klain	1
klein	1
kluge	4
km	1
knack	1
knees	2
knesset	1
knew	67
knick	1
knicks	5
knife	1
knight	17
knitwit	1
knock	13
knocked	6
knockem	1
knocking	2
knockoff	1
knockout	9
knockouts	2
knocks	1
knot	1
knots	1
know	571
knoweside	1
knowhow	1
knowi	1
knowing	14
knowingly	13
knowjust	1
knowledge	38
knowledgeable	1
knowledgehate	1
knowledgetrue	1
known	28
knownthe	1
knows	158
knowsthe	1
knowwonderful	1
knox	3
knoxville	3
knuckleball	1
knute	1
kobe	2
koch	6
kong	3
kooky	1
koran	2
korea	34
korean	4
koreans	1
kossin	1
koster	1
kowtow	1
kozlowski	1
kraft	9
krauthammer	2
kravis	9
kremer	2
kris	1
krista	1
kristen	5
kristeni	1
kristenshe	1
kristin	1
kristine	1
kristol	3
krzanich	1
ks	2
ksa	1
ksm	1
kuchar	1
kudlow	2
kudlowcheck	1
kudos	4
kuhner	1
kulwin	2
kuroda	1
kurtz	2
kwanza	1
ky	5
kyle	1
l	9
ĺ	1
la	37
label	2
labeled	1
labels	2
labeouf	1
labor	18
laced	1
lack	20
lackeys	1
lacking	1
lackluster	1
lacks	1
laconia	1
ladder	1
laddpeebles	1
laden	18
ladens	5
ladies	4
lady	31
ladyhope	1
lafayette	1
lago	4
laguardia	1
lahinch	2
laid	4
lairs	1
lake	18
lakeland	2
lakers	4
lakes	1
lakeshore	1
lama	1
lamb	1
lambaste	1
lambasted	1
lambasting	1
lame	5
lance	24
land	25
landed	15
landfillfire	1
landforms	1
landing	10
landmark	17
landmarks	1
landowners	2
landrieu	2
lands	4
landscape	1
landscapeampturned	1
landslide	19
landslidethe	1
lane	6
lanes	1
langone	1
language	13
languagenot	1
lansing	1
lao	1
lap	1
lapierre	1
lara	3
laredo	2
large	45
largely	4
largeobamacare	1
larger	18
largest	27
larry	24
larryand	1
larrys	1
las	67
lasker	3
lassner	3
last	594
lasted	2
lasti	1
lastnight	1
lasts	2
lasvegas	1
latched	1
late	83
lately	12
latelythe	1
latemother	1
latepreparing	1
later	31
latest	37
latin	4
latina	3
latino	3
latinos	9
latoya	2
latter	1
lauderdale	7
lauding	1
lauer	3
laugh	28
laughable	3
laughed	9
laughing	71
laughing635000000	1
laughingstock	6
laughs	7
laughter	3
laughterits	1
launch	14
launched	5
launches	1
launching	3
laundering	1
laura	2
laurafound	1
lauramassive	1
laureate	1
laurel	1
lauren	2
laurence	1
laurenyou	1
lauri	1
lavish	2
law	78
lawenforcement	1
lawfare	1
lawin	1
lawless	2
lawlessness	2
lawn	3
lawrence	5
laws	35
lawsuit	25
lawsuits	10
lawyer	21
lawyerly	1
lawyerpolitician	1
lawyers	14
lawyet	1
lay	5
layin	1
laying	5
layoff	1
layoffs	1
layout	4
layouts	1
lays	4
lazy	9
ldonaldtrump	1
leach	1
leaches	1
leachs	2
lead	152
leader	231
leaderboard	2
leaderinto	1
leaderless	1
leadermr	1
leaders	144
leadershelp	1
leadership	203
leadershiphope	1
leadershipotherwise	1
leadershipvery	1
leadershipwe	1
leaderswe	1
leaderthen	1
leaderwe	1
leadin	1
leading	64
leadingamp	1
leads	34
league	44
leaguea	1
leaguei	1
leaguenew	1
leaguewhose	1
leah	1
leak	3
leakage	1
leaked	7
leaker	2
leakers	3
leaking	3
leaks	9
leaksthey	1
leaky	1
lean	2
leaning	1
leaps	1
learn	120
learned	25
learning	15
lease	3
least	77
leave	52
leavei	1
leaves	12
leaving	72
leavingcorruption	1
lebanon	2
lebron	4
lebrons	1
lecture	1
lectured	5
lecturing	1
led	19
ledger	2
lee	10
leeds	1
leeza	9
leezagibbons	1
left	119
leftie	1
leftist	1
leftists	2
leftovers	1
lefts	1
leg	2
legacy	16
legal	42
legalize	1
legalized	1
legalizes	1
legalizing	1
legally	4
legend	25
legendand	1
legendary	23
legendi	1
legends	3
legion	1
legislation	12
legislative	1
legislatively	1
legislator	1
legit	2
legitimate	1
legs	2
lehman	4
leibowitz	4
leicester	1
leightweight	2
leisure	2
leisures	2
lemon	2
lemons	1
lend	4
lender	1
lending	4
lends	1
length	1
leno	8
lenojay	1
lenos	1
lenses	1
leon	2
leonardo	1
leopoldo	1
leppert	1
lerner	2
les	1
less	103
lessdoesnt	1
lesson	12
lessons	16
let	230
letdown	1
lethal	1
lethargic	1
lets	229
letter	27
lettering	2
letterman	70
lettermans	3
letters	15
lettin	1
letting	15
leukemia	2
level	37
levell	1
levels	11
levelsfire	1
leverage	21
leverageable	1
leverages	1
levin	5
levine	1
levins	1
leviwork	1
levy	1
lewandowski	4
lewis	5
lews	1
lexington	1
lexxay	1
leza	1
lga	3
lgbt	2
li	2
liabilities	4
liabilitiesbig	1
liability	3
liable	1
liam	2
liar	29
liarand	1
liars	8
liarsa	1
lib	4
libel	1
libeled	1
libelous	1
liberal	41
liberals	10
liberalsthey	1
liberate	3
liberation	1
liberia	1
libertarian	1
liberties	1
liberty	27
libertys	1
libi	1
libraries	1
library	3
libs	2
libutti	1
libya	42
libyahillary	1
libyan	6
libyas	1
license	3
licensed	1
licenses	2
licensing	1
licid	1
lick	1
lickedaa	1
lie	70
lie90	1
liecrazy	1
lied	48
lieeven	1
lien	1
lienow	1
lies	86
liesevery	1
liethey	1
lieutenant	1
life	223
lifeboat	1
lifebut	1
lifeless	1
lifeline	4
lifelong	6
lifereligious	1
lifes	3
lifesaving	1
lifestyle	7
lifestyles	1
lifethanks	1
lifetime	18
lifetimei	1
lift	9
lifted	10
lifting	3
lifts	1
light	28
lightbulbs	1
lighthouse	4
lighting	1
lightmost	1
lights	11
lightshe	1
lightwe	1
lightweight	98
lightweights	2
likable	1
like	1210
likeability	2
likeable	3
liked	25
likely	16
likes	25
liketim	1
likeum	1
likewise	12
likewith	1
liking	7
likud	1
lil	9
lile	1
lili	1
liljon	1
lima	1
limbaugh	6
limit	11
limitations	1
limited	10
limithow	1
limitless	1
limits	6
limitsbut	1
limo	1
limped	1
lincoln	33
lincolnreagan	3
lincolnsad	1
linda	3
lindsay	2
lindsays	1
lindsey	15
line	65
lined	1
linehe	1
linemy	1
lines	16
linesand	1
lineup	7
lingo	1
lining	2
link	9
linked	6
linkedin	1
linking	1
linkins	1
links	81
linkspress	1
linksscotland	1
lion	5
lionhearted	1
lions	2
lip	1
lips	4
lipstick	1
lipton	2
liquidating	1
liquidity	1
liquor	1
lisa	3
lisas	1
lisbon	1
list	65
listed	3
listen	89
listened	17
listeners	1
listening	36
listeninggood	1
listens	2
listing	1
listings	1
lists	2
litany	1
literacy	1
literally	10
literary	2
literature	1
lithium	2
litigate	2
litigation	4
litter	1
little	124
littlewe	1
live	270
lived	17
lively	2
liver	1
lives	70
livetweet	1
livetweeting	3
livin	1
living	35
liza	1
lizzy	1
lk	1
ll	1
llbean	2
lloyd	1
llp	1
lm	1
lmao	4
loaded	2
loan	15
loaned	1
loaning	1
loans	11
lobbied	1
lobby	4
lobbying	1
lobbyist	9
lobbyists	28
lobbyistsspecial	1
local	19
locale	1
locals	1
located	14
locatedall	1
location	35
locations	4
locationsamazing	1
locator	4
lock	2
locked	2
locker	6
lockerbie	6
lockheed	2
locks	1
lodge	6
lodha	1
loeb	5
loes	1
loft	1
loftinspired	1
log	1
logan	3
logic	2
logical	4
logically	1
logo	4
lohan	1
lois	3
lol	26
lolly	1
lolo	1
lolss	1
lombardi	21
london	9
londonbig	1
londonderry	1
lone	1
lonely	3
long	226
longer	65
longerbut	1
longest	9
longhorn	1
longing	2
longislander	1
longshot	1
longterm	3
longtime	5
longyou	1
lonley	1
look	393
looked	49
lookin	4
looking	352
looking4bonusnear	1
lookout	4
looks	166
loom	1
loomed	1
looming	1
looms	1
looney	1
looong	1
loooose	1
loop	1
loophole	2
loopholes	2
loose	4
loosen	2
loosers	1
looting	1
lopez	1
lopping	1
lopsided	1
lord	34
lords	5
lorenzo	2
lorne	1
los	13
lose	82
loseand	1
loser	102
losera	1
loserafter	1
loserandy	1
loserboredom	1
loserit	1
losernow	1
losers	115
losersave	1
losersthey	2
loserstheyre	1
loserstrue	1
loseryou	1
loses	17
losin	1
losing	77
loss	35
losses	17
lossshe	1
lost	173
lostbadlyto	1
lostdo	1
lostmonster	1
lostthe	1
lot	194
lots	79
lotsmust	1
lou	4
loud	10
louder	2
loudly	5
loudoun	1
loughner	1
louis	7
louisiana	28
louisville	1
lounge	1
lounges	2
lousy	9
louvre	1
lovable	1
love	844
lovebe	1
loved	121
loveee	1
lovehate	1
lovelove	1
lovely	11
lover	2
lovers	2
loves	91
loveyou	1
loving	30
lovingly	2
low	88
lowell	4
lower	33
lowered	5
lowering	7
lowers	1
lowest	15
lowinfo	1
lowlife	6
lowlifes	5
lowly	2
lowrated	1
lows	5
lowyou	1
loyal	28
loyala	1
loyalists	1
loyalty	5
lp	1
lr	1
lrt	1
lt	4
lt3	5
ltg	2
ltlt	1
ltltltlt	1
ltmost	1
lubitz	1
lucas	2
lucent	1
luck	210
luckbecause	1
luckier	8
luckwork	1
lucky	46
lucy	3
luis	1
luisa	1
lunatic	2
lunatics	1
lunch	19
luncheon	1
lunches	1
lunching	1
lung	2
luntz	1
lupe	1
lupica	1
lure	3
luster	1
luther	1
luv	9
luvs	1
luxurious	23
luxury	71
lv	3
lyin	40
lying	27
lyinted	3
lynch	4
lynching	1
lynden	1
lynn	1
lynne	1
lyrics	1
lysacek	2
m	14
ma	5
maarten	4
mac	32
macarthur	13
macdaddy	1
machine	14
machinebut	1
machines	6
mackay	1
mackenzie	1
macleod	13
macomb	1
macon	2
macy	1
macys	83
macyshes	1
macysthanks	2
macysthe	1
macystrump	1
mad	14
madden	1
made	353
madethe	1
madeup	2
madison	9
madman	2
madness	8
madoff	1
madonna	2
madonnas	1
mae	1
mafia	1
mag	4
maga	2
magazine	83
magazinea	1
magazinebad	1
magazinelooks	1
magazines	5
magazineso	1
magazinethanks	1
maggie	2
magic	6
magical	1
magically	1
magician	2
magnanimous	1
magnate	3
magnet	6
magnificant	1
magnificent	28
magnificently	2
mags	1
mahal	2
mahalo	1
maher	15
mahmoud	1
mahoning	1
mahr	1
maidana	1
maiden	1
mail	4
mailing	1
mailonline	1
maimed	1
maimi	1
maimonides	1
main	10
maine	15
mainly	2
mainstream	4
maintain	6
maintained	2
maintaining	1
maintains	1
maintenance	4
maitner	1
majestic	3
majesty	1
major	164
majorchampionship	1
majority	39
majorly	1
majors	4
makati	1
make	1090
makè	1
makeamericagreatagain	2
makeawish	1
makeover	5
maker	7
makers	4
makes	132
makewhere	1
making	213
makings	1
maladies	1
malaysia	1
malcolm	5
male	4
males	1
malfeasance	1
malfunction	1
malicious	1
malik	1
malkin	1
mall	4
malleable	1
mallory	1
malta	1
man	452
man1000	1
manage	7
managed	2
management	13
manager	23
managers	3
manages	1
managing	8
manalways	1
manand	1
manassas	2
manbut	1
manchester	10
manchurian	1
mandalay	1
mandarin	3
mandate	6
mandated	2
mandatory	3
mandela	13
mangold	1
manhattan	14
manhattans	1
manhe	1
manheim	1
manhood	1
maniac	4
manifesto	1
manila	2
manina	1
manipulate	1
manipulated	4
manipulating	5
manipulation	14
manipulator	3
mannatech	1
manned	1
manner	4
mannerampsigned	1
mannever	1
manning	7
manny	1
manor	3
manpick	1
manpolls	1
mans	12
manshould	1
mansion	6
mansions	2
manti	6
manual	1
manuel	1
manufa	1
manufacture	3
manufactured	3
manufacturer	1
manufacturers	1
manufacturing	31
manwe	1
manwish	1
many	650
manziel	1
map	2
maps	1
mar	6
maraalago	1
maralago	49
maralagos	1
marathon	3
marble	3
marbles	4
marc	1
march	75
march2013	1
marchgt	1
marching	3
marchmadness	1
marco	84
marcorubio	1
marcos	2
marcus	1
marden	1
margaret	6
margin	11
margin13	1
marginalize	1
margins	4
maria	3
mariana	1
mariano	6
marie	3
marilu	4
marine	26
marines	11
mario	5
marissa	1
mark	90
marked	1
market	59
marketed	1
marketeer	1
marketing	7
markets	8
marketthanks	1
markettry	1
markham	1
markhe	1
marki	1
marking	1
markings	1
marknice	1
marks	5
marksmen	1
markterrific	1
markthey	1
marlee	1
marlena	1
marlon	1
marquee	1
marquez	1
marquis	1
marriage	10
married	8
marriedshe	1
marriot	1
marrow	2
marry	3
mars	1
marshal	1
marshall	4
marshawn	1
marshmallow	1
martha	2
marthas	4
martial	1
martin	14
marv	1
marvel	1
marveling	1
marvelous	2
marvin	1
marxist	1
mary	14
marygreat	1
maryland	13
masa	2
mascara	1
mask	1
mason	6
masquerading	1
mass	9
massachusetts	10
massacre	2
masses	2
massesa	1
massey	1
massi	1
massive	141
massively	1
master	18
mastered	1
masterful	2
mastergreat	1
mastering	2
mastermind	1
masterminds	2
masterpeicegod	1
masterpiece	25
masterpieces	1
masters	10
masters265lbs	1
masterssee	1
mastery	1
match	17
matched	1
matches	5
matchless	1
matchup	3
mate	13
mateo	2
mater	1
material	6
materialized	1
materializes	1
materials	1
math	6
mathematically	4
mathwhat	1
matlin	1
matt	25
matter	58
mattera	1
matterit	1
matters	19
matthew	3
matthews	7
matthope	1
mattis	4
mattress	12
maureen	1
mavelous	1
mavericks	2
mavs	1
mavsnets	1
max	1
maximize	1
maximizing	1
maximum	5
may	165
maybe	78
mayer	1
mayerhe	1
mayhem	1
mayor	46
mayoral	4
mayors	1
mays	1
mayweather	9
mboyle1	1
mcallen	1
mcauliffe	1
mccain	49
mccains	1
mccarron	1
mccarthy	2
mccarver	2
mcconnell	8
mcdaniel	1
mcdonald	1
mcdonalds	1
mcdonnell	1
mcenany	1
mcewan	1
mcgraw	1
mcguirk	1
mchugh	1
mchughpoll	1
mcilroy	1
mckay	3
mckinley	1
mcmahon	7
mcmahons	1
mcmanamon	1
mcmaster	3
mcquaid	7
mcraven	1
md	1
me	1402
mea	1
meager	1
meal	3
meamazing	1
meamp	1
mean	47
meand	1
meaner	1
meanest	1
meaning	3
meaningless	1
meaninglesskeep	1
meaningtell	1
means	48
meanspirited	1
meant	8
meantime	2
meanwhile	4
meare	1
measure	9
measured	11
measureobama	1
measures	2
measuring	1
meatloaf	3
meboring	1
mebut	1
mechanical	3
mechanicsburg	2
mecrazy	1
medal	9
medalist	2
medals	3
medalsa	1
medford	1
media	276
mediaan	1
mediaasking	1
mediahe	1
mediaim	1
medialater	1
median	4
mediarigged	1
medias	2
mediathe	1
mediatrump	1
medicaid	7
medical	9
medicare	32
medicareand	1
medicarenot	1
medicine	3
medicineits	1
mediocre	5
mediocrity	6
mediterranean	1
medium	1
mediumbut	1
medvedev	1
meee	1
meembers	1
meet	69
meeting	113
meetings	11
meets	6
meexcept	1
mefraud	1
megan	10
meghan	1
megrahi	1
megreat	1
megu	1
megyn	25
megyntrump	1
mehaters	1
mehes	1
mei	2
meir	1
meit	1
melania	55
melanias	4
melanie	2
melbourne	5
melinda	1
melissa	3
mellon	1
melody	1
melow	1
melt	1
meltdown	10
meltdownstupid	1
meltdownwas	1
melting	1
memaralago	1
member	14
members	30
membership	3
memo	3
memoir	1
memoirs	2
memorabilia	2
memorable	5
memorial	23
memories	6
memories️	1
memory	9
memphis	3
men	64
menard	1
menards	1
menie	4
menopause	1
mens	6
menswear	5
ment	1
mental	6
mentality	4
mentally	5
mention	46
mentioned	13
mentioning	1
mentions	7
mentor	12
mentoring	1
menu	6
menve	1
mepoor	1
mercader	1
mercer	1
merchandise	6
mercy	3
mere	1
meredith	1
merely	7
meremember	1
merge	2
merger	7
merica	2
merideth	1
merit	3
merkel	1
merry	27
meryl	1
mesa	2
mess	122
message	64
messages	4
messaging	1
messand	1
messbig	1
messenger	3
messgreat	1
messier	1
messing	4
messjust	1
messno	1
messtruegreat	1
messy	1
met	53
metal	1
metalchick	1
metaphor	1
methats	1
methe	1
methey	1
method	3
metime	1
metlife	1
metough	1
metrics	1
metro	1
metropolitian	1
mets	5
mewe	1
mex	1
mexican	45
mexicans	2
mexico	121
mexicobut	1
mexicomexico	1
mexicos	8
mexicovote	1
meyer	1
meyers	13
mezclar	1
mf	1
mgr	2
mhndz	1
mi	7
mia	1
miami	73
miami12pm	2
miamialready	1
miamicant	1
miamidade	2
miamiis	1
miamiit	1
miamiits	1
miamis	3
miamitrump	1
miamiwithin	1
miapow	1
mias	1
mic	4
michael	49
michaels	10
michelangelo	2
michele	4
michelinstarred	1
michelle	15
michiga	1
michigan	52
michiganthanksthe	1
michiganthe	1
mick	1
mickelson	3
mickelsons	1
mickey	3
micromanage	2
microphone	2
microsoft	2
mid	1
midamerica	1
midas	76
middle	53
middleclass	3
middleeast	2
middleeastern	1
middleincome	1
middleton	1
middletown	1
mideast	2
midflight	1
midler	1
midnight	3
midsection	1
midstream	1
midterm	3
midterms	2
midtown	4
midwest	3
miers	1
might	45
mighty	3
migrant	1
migrants	1
migration	2
miguel	1
mika	2
mike	71
mikeampmike	1
mikey	1
mikeywork	1
mil	1
milania	1
mildly	2
mile	7
miles	10
miley	1
mililtary	1
milion	3
militant	1
militants	1
militar	1
militarily	2
military	118
militaryonly	1
militarys	1
milking	1
mill	3
millard	1
millennials	2
miller	21
millergreat	1
millers	6
milleryoull	1
million	212
millionamp	1
milliondollar	3
milliondopey	1
milliongreat	1
millions	125
millionswe	2
millionweakno	1
milllions	1
mills	1
milo	1
milton	4
milwaukee	2
mimiperhaps	1
min	3
mind	127
mindand	1
mindblowing	1
mindbusiness	1
mindbut	1
minded	3
minding	2
minds	11
mindset	2
mine	35
minejust	2
mineloyal	1
minerals	1
miners	3
minersampcoal	1
mines	1
miniature	1
minimizing	1
minimum	5
mining	1
minion	1
minions	2
minister	24
ministries	1
ministry	1
minnelli	1
minnesota	4
minorities	3
minority	2
mins	2
minster	1
minted	1
minute	12
minutes	72
minutes700	1
minuteson	1
minuteswill	1
minuteswould	1
minutethey	1
miracle	2
miraculous	2
miraculously	2
miranda	3
mired	3
mirror	2
miscarriage	1
mischaracterized	1
misconduct	2
misconstruing	1
misdemeanor	1
miserable	1
miserably	5
misery	5
mishandled	2
mishap	1
misidentifies	1
misinformation	1
misinformed	2
misjudgments	1
mislead	1
misleading	8
mismanagement	2
mismatch	1
misnomer	1
misplaced	1
misquote	1
misquoted	1
misremember	1
misrepresent	4
misrepresentation	2
misrepresented	4
misrepresents	6
miss	247
missed	53
misses	3
missespecially	1
missile	5
missiles	2
missileshould	1
missing	20
mission	14
mississippi	14
missouri	9
missourians	1
misspelling	1
missteenusacom	1
missy	2
mista	1
mistake	77
mistakefast	1
mistaken	1
mistakes	35
mister	7
mistreated	2
mistreating	1
mistreatment	2
mistreats	1
misunderstood	1
mit	2
mitch	11
mitchell	1
mitt	87
mittis	1
mitts	13
mix	1
mixed	2
mixer	1
mixes	1
mixing	1
mizrahi	1
mk	2
mkt	1
mlb	1
mlk	1
mm	1
mma	1
mn	5
mnuchin	2
mo	5
moan	1
mobile	11
mobility	1
mock	6
mocked	4
mocking	7
mockingly	1
mod	1
mode	1
model	52
modellike	1
models	11
moderate	3
moderates	1
moderating	1
moderation	3
moderator	9
moderators	5
modern	21
modernizing	1
modes	1
modest	2
modi	1
modus	1
mogul	10
mohamed	1
mohammed	1
moines	18
mojo	2
mojomust	1
mold	3
molestation	1
molly	1
molten	1
mom	10
mom88	1
momampi	1
moment	30
momentous	1
moments	5
momentum	56
momentumand	1
mommy	7
moms	2
momthats	1
mon	5
mondale	3
mondaleferraro	1
monday	109
mondays	12
mondaywill	1
monetarily	1
monetary	4
money	394
money100	1
money500sqft	1
moneyand	4
moneygoes	1
